NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
113;1;3;1:37.581;2;;26.475;2;42.489;0;28.617;0;136.6;5:26.149;08:15:26.149;0:26.475;0:42.489;0:28.617;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.475;42.489;28.617;16.824;16.824;9.651;26.475;29.885;56.360;12.604;1:08.964;10.899;1:19.863;17.718;1:37.581;
113;1;4;1:38.840;0;;27.580;0;42.577;0;28.683;0;134.8;7:04.989;08:17:04.989;0:27.580;0:42.577;0:28.683;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;27.580;42.577;28.683;17.812;17.812;9.768;27.580;29.956;57.536;12.621;1:10.157;10.842;1:20.999;17.841;1:38.840;
113;1;5;1:38.475;0;;26.826;0;42.526;0;29.123;0;135.3;8:43.464;08:18:43.464;0:26.826;0:42.526;0:29.123;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.826;42.526;29.123;17.060;17.060;9.766;26.826;29.925;56.751;12.601;1:09.352;10.861;1:20.213;18.262;1:38.475;
113;1;6;1:38.311;0;;26.640;0;42.597;0;29.074;0;135.5;10:21.775;08:20:21.775;0:26.640;0:42.597;0:29.074;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.640;42.597;29.074;16.926;16.926;9.714;26.640;29.995;56.635;12.602;1:09.237;11.034;1:20.271;18.040;1:38.311;
113;1;7;1:37.902;0;;26.674;0;42.383;2;28.845;0;136.1;11:59.677;08:21:59.677;0:26.674;0:42.383;0:28.845;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.674;42.383;28.845;16.998;16.998;9.676;26.674;29.771;56.445;12.612;1:09.057;10.896;1:19.953;17.949;1:37.902;
113;1;8;1:39.127;0;;26.663;0;42.775;0;29.689;0;134.4;13:38.804;08:23:38.804;0:26.663;0:42.775;0:29.689;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.663;42.775;29.689;16.976;16.976;9.687;26.663;30.124;56.787;12.651;1:09.438;11.715;1:21.153;17.974;1:39.127;
113;1;9;1:37.849;0;;26.821;0;42.469;0;28.559;2;136.2;15:16.653;08:25:16.653;0:26.821;0:42.469;0:28.559;185.2;Ethan Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;26.821;42.469;28.559;17.114;17.114;9.707;26.821;29.883;56.704;12.586;1:09.290;10.813;1:20.103;17.746;1:37.849;
13;1;1;1:48.701;0;;36.676;0;43.158;0;28.867;0;122.6;1:48.701;08:11:48.701;0:36.676;0:43.158;0:28.867;183.1;Westin Workman;0:00:09.917;Am;;BSI Racing;Toyota Gazoo Racing;GF;36.676;43.158;28.867;26.634;26.634;10.042;36.676;30.423;1:07.099;12.735;1:19.834;11.060;1:30.894;17.807;1:48.701;
13;1;2;1:37.439;0;;26.646;0;42.442;0;28.351;0;136.8;3:26.140;08:13:26.140;0:26.646;0:42.442;0:28.351;185.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.646;42.442;28.351;16.954;16.954;9.692;26.646;29.842;56.488;12.600;1:09.088;10.745;1:19.833;17.606;1:37.439;
13;1;3;1:36.733;0;;26.400;0;42.155;0;28.178;0;137.8;5:02.873;08:15:02.873;0:26.400;0:42.155;0:28.178;185.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.400;42.155;28.178;16.752;16.752;9.648;26.400;29.583;55.983;12.572;1:08.555;10.656;1:19.211;17.522;1:36.733;
13;1;4;1:36.493;3;;26.325;2;42.019;3;28.149;3;138.1;6:39.366;08:16:39.366;0:26.325;0:42.019;0:28.149;185.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.325;42.019;28.149;16.661;16.661;9.664;26.325;29.482;55.807;12.537;1:08.344;10.658;1:19.002;17.491;1:36.493;
13;1;5;2:03.193;0;B;26.409;0;42.659;0;54.125;0;108.2;8:42.559;08:18:42.559;0:26.409;0:42.659;0:54.125;178.2;Westin Workman;;Am;;BSI Racing;Toyota Gazoo Racing;GF;26.409;42.659;54.125;16.734;16.734;9.675;26.409;29.595;56.004;13.064;1:09.068;13.360;1:22.428;40.765;2:03.193;
18;1;1;2:20.838;0;;59.932;0;48.080;0;32.826;0;94.6;2:20.838;08:12:20.838;0:59.932;0:48.080;0:32.826;164.1;Rutledge Wood;0:00:30.234;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;59.932;48.080;32.826;48.711;48.711;11.221;59.932;33.776;1:33.708;14.304;1:48.012;13.089;2:01.101;19.737;2:20.838;
18;1;2;1:43.080;0;;28.927;0;44.422;0;29.731;2;129.3;4:03.918;08:14:03.918;0:28.927;0:44.422;0:29.731;179.1;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;28.927;44.422;29.731;18.788;18.788;10.139;28.927;31.462;1:00.389;12.960;1:13.349;11.556;1:24.905;18.175;1:43.080;
18;1;3;1:41.440;0;;28.072;0;43.511;0;29.857;0;131.4;5:45.358;08:15:45.358;0:28.072;0:43.511;0:29.857;183.1;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;28.072;43.511;29.857;18.125;18.125;9.947;28.072;30.781;58.853;12.730;1:11.583;11.579;1:23.162;18.278;1:41.440;
18;1;4;1:58.602;0;;28.517;0;43.634;0;46.451;0;112.4;7:43.960;08:17:43.960;0:28.517;0:43.634;0:46.451;183.1;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;28.517;43.634;46.451;18.501;18.501;10.016;28.517;30.819;59.336;12.815;1:12.151;24.430;1:36.581;22.021;1:58.602;
18;1;5;1:43.330;0;;28.199;0;44.069;0;31.062;0;129.0;9:27.290;08:19:27.290;0:28.199;0:44.069;0:31.062;172.2;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;28.199;44.069;31.062;18.300;18.300;9.899;28.199;30.716;58.915;13.353;1:12.268;12.146;1:24.414;18.916;1:43.330;
18;1;6;1:41.944;0;;28.044;0;43.677;0;30.223;0;130.7;11:09.234;08:21:09.234;0:28.044;0:43.677;0:30.223;178.2;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;28.044;43.677;30.223;18.109;18.109;9.935;28.044;30.584;58.628;13.093;1:11.721;11.727;1:23.448;18.496;1:41.944;
18;1;7;1:41.396;0;;27.855;0;43.576;0;29.965;0;131.4;12:50.630;08:22:50.630;0:27.855;0:43.576;0:29.965;178.2;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.855;43.576;29.965;17.902;17.902;9.953;27.855;30.496;58.351;13.080;1:11.431;11.528;1:22.959;18.437;1:41.396;
18;1;8;1:40.894;2;;27.592;2;43.389;2;29.913;0;132.1;14:31.524;08:24:31.524;0:27.592;0:43.389;0:29.913;181.2;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;27.592;43.389;29.913;17.775;17.775;9.817;27.592;30.425;58.017;12.964;1:10.981;11.477;1:22.458;18.436;1:40.894;
18;1;9;1:41.513;0;;28.174;0;43.470;0;29.869;0;131.3;16:13.037;08:26:13.037;0:28.174;0:43.470;0:29.869;180.0;Rutledge Wood;;Am;;Precision Racing LA;Toyota Gazoo Racing;FF;28.174;43.470;29.869;18.254;18.254;9.920;28.174;30.506;58.680;12.964;1:11.644;11.465;1:23.109;18.404;1:41.513;
2;1;1;2:45.765;0;;1:31.328;0;45.309;0;29.128;0;80.4;2:45.765;08:12:45.765;1:31.328;0:45.309;0:29.128;174.2;Will Robusto;0:01:03.643;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;91.328;45.309;29.128;1:21.036;1:21.036;10.292;1:31.328;32.046;2:03.374;13.263;2:16.637;11.106;2:27.743;18.022;2:45.765;
2;1;2;1:38.027;0;;26.735;0;42.605;0;28.687;0;135.9;4:23.792;08:14:23.792;0:26.735;0:42.605;0:28.687;184.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.735;42.605;28.687;16.967;16.967;9.768;26.735;29.920;56.655;12.685;1:09.340;10.819;1:20.159;17.868;1:38.027;
2;1;3;1:38.792;0;;26.717;0;43.309;0;28.766;0;134.9;6:02.584;08:16:02.584;0:26.717;0:43.309;0:28.766;175.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.717;43.309;28.766;16.990;16.990;9.727;26.717;29.963;56.680;13.346;1:10.026;11.039;1:21.065;17.727;1:38.792;
2;1;4;1:38.793;0;;26.622;0;42.430;0;29.741;0;134.9;7:41.377;08:17:41.377;0:26.622;0:42.430;0:29.741;184.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.622;42.430;29.741;16.894;16.894;9.728;26.622;29.840;56.462;12.590;1:09.052;11.340;1:20.392;18.401;1:38.793;
2;1;5;1:37.481;0;;26.577;0;42.415;0;28.489;2;136.7;9:18.858;08:19:18.858;0:26.577;0:42.415;0:28.489;185.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.577;42.415;28.489;16.847;16.847;9.730;26.577;29.811;56.388;12.604;1:08.992;10.715;1:19.707;17.774;1:37.481;
2;1;6;1:37.355;0;;26.534;0;42.307;0;28.514;0;136.9;10:56.213;08:20:56.213;0:26.534;0:42.307;0:28.514;184.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.534;42.307;28.514;16.840;16.840;9.694;26.534;29.691;56.225;12.616;1:08.841;10.787;1:19.628;17.727;1:37.355;
2;1;7;1:38.449;0;;26.662;0;42.961;0;28.826;0;135.4;12:34.662;08:22:34.662;0:26.662;0:42.961;0:28.826;178.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.662;42.961;28.826;16.842;16.842;9.820;26.662;29.779;56.441;13.182;1:09.623;11.038;1:20.661;17.788;1:38.449;
2;1;8;1:37.243;2;;26.473;2;42.221;2;28.549;0;137.0;14:11.905;08:24:11.905;0:26.473;0:42.221;0:28.549;185.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;26.473;42.221;28.549;16.807;16.807;9.666;26.473;29.698;56.171;12.523;1:08.694;10.714;1:19.408;17.835;1:37.243;
2;1;9;2:08.197;0;B;29.923;0;45.954;0;52.320;0;103.9;16:20.102;08:26:20.102;0:29.923;0:45.954;0:52.320;177.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;29.923;45.954;52.320;18.874;18.874;11.049;29.923;32.119;1:02.042;13.835;1:15.877;12.238;1:28.115;40.082;2:08.197;
21;1;1;1:53.638;0;;40.854;0;43.781;0;29.003;0;117.3;1:53.638;08:11:53.638;0:40.854;0:43.781;0:29.003;184.3;Ford Koch;0:00:13.772;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;40.854;43.781;29.003;30.683;30.683;10.171;40.854;31.060;1:11.914;12.721;1:24.635;11.128;1:35.763;17.875;1:53.638;
21;1;2;1:38.689;0;;26.607;0;43.085;0;28.997;0;135.0;3:32.327;08:13:32.327;0:26.607;0:43.085;0:28.997;184.3;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.607;43.085;28.997;16.916;16.916;9.691;26.607;30.383;56.990;12.702;1:09.692;10.965;1:20.657;18.032;1:38.689;
21;1;3;1:38.405;0;;26.685;0;42.553;0;29.167;0;135.4;5:10.732;08:15:10.732;0:26.685;0:42.553;0:29.167;184.3;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.685;42.553;29.167;17.067;17.067;9.618;26.685;29.884;56.569;12.669;1:09.238;11.137;1:20.375;18.030;1:38.405;
21;1;4;1:38.423;0;;26.676;0;42.333;0;29.414;0;135.4;6:49.155;08:16:49.155;0:26.676;0:42.333;0:29.414;187.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.676;42.333;29.414;16.993;16.993;9.683;26.676;29.860;56.536;12.473;1:09.009;11.781;1:20.790;17.633;1:38.423;
21;1;5;1:37.768;0;;26.690;0;42.411;0;28.667;0;136.3;8:26.923;08:18:26.923;0:26.690;0:42.411;0:28.667;185.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.690;42.411;28.667;17.019;17.019;9.671;26.690;29.802;56.492;12.609;1:09.101;10.741;1:19.842;17.926;1:37.768;
21;1;6;1:41.358;0;;26.690;0;42.348;0;32.320;0;131.5;10:08.281;08:20:08.281;0:26.690;0:42.348;0:32.320;185.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.690;42.348;32.320;16.951;16.951;9.739;26.690;29.769;56.459;12.579;1:09.038;13.593;1:22.631;18.727;1:41.358;
21;1;7;1:42.235;0;;26.558;2;45.246;0;30.431;0;130.3;11:50.516;08:21:50.516;0:26.558;0:45.246;0:30.431;179.1;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.558;45.246;30.431;16.877;16.877;9.681;26.558;30.449;57.007;14.797;1:11.804;11.800;1:23.604;18.631;1:42.235;
21;1;8;1:37.656;0;;26.658;0;42.330;2;28.668;0;136.5;13:28.172;08:23:28.172;0:26.658;0:42.330;0:28.668;185.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.658;42.330;28.668;16.946;16.946;9.712;26.658;29.747;56.405;12.583;1:08.988;10.899;1:19.887;17.769;1:37.656;
21;1;9;1:37.465;2;;26.588;0;42.386;0;28.491;2;136.7;15:05.637;08:25:05.637;0:26.588;0:42.386;0:28.491;185.2;Ford Koch;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;26.588;42.386;28.491;16.903;16.903;9.685;26.588;29.805;56.393;12.581;1:08.974;10.749;1:19.723;17.742;1:37.465;
22;1;1;1:52.621;0;;39.244;0;44.282;0;29.095;0;118.3;1:52.621;08:11:52.621;0:39.244;0:44.282;0:29.095;184.3;Jeremy Fletcher;0:00:11.896;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;39.244;44.282;29.095;29.160;29.160;10.084;39.244;31.537;1:10.781;12.745;1:23.526;11.217;1:34.743;17.878;1:52.621;
22;1;2;1:37.652;0;;26.606;0;42.594;0;28.452;0;136.5;3:30.273;08:13:30.273;0:26.606;0:42.594;0:28.452;185.2;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.606;42.594;28.452;16.927;16.927;9.679;26.606;29.995;56.601;12.599;1:09.200;10.825;1:20.025;17.627;1:37.652;
22;1;3;1:37.717;0;;26.505;0;42.541;0;28.671;0;136.4;5:07.990;08:15:07.990;0:26.505;0:42.541;0:28.671;185.2;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.505;42.541;28.671;16.847;16.847;9.658;26.505;29.779;56.284;12.762;1:09.046;10.911;1:19.957;17.760;1:37.717;
22;1;4;1:43.158;0;;26.475;0;46.162;0;30.521;0;129.2;6:51.148;08:16:51.148;0:26.475;0:46.162;0:30.521;177.0;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.475;46.162;30.521;16.712;16.712;9.763;26.475;29.777;56.252;16.385;1:12.637;11.423;1:24.060;19.098;1:43.158;
22;1;5;1:46.005;0;;26.744;0;48.228;0;31.033;0;125.7;8:37.153;08:18:37.153;0:26.744;0:48.228;0:31.033;184.3;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.744;48.228;31.033;17.018;17.018;9.726;26.744;35.386;1:02.130;12.842;1:14.972;11.807;1:26.779;19.226;1:46.005;
22;1;6;1:37.028;0;;26.434;2;42.150;0;28.444;0;137.3;10:14.181;08:20:14.181;0:26.434;0:42.150;0:28.444;185.2;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.434;42.150;28.444;16.790;16.790;9.644;26.434;29.609;56.043;12.541;1:08.584;10.705;1:19.289;17.739;1:37.028;
22;1;7;1:39.834;0;;26.672;0;42.730;0;30.432;0;133.5;11:54.015;08:21:54.015;0:26.672;0:42.730;0:30.432;180.0;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.672;42.730;30.432;16.947;16.947;9.725;26.672;29.930;56.602;12.800;1:09.402;11.432;1:20.834;19.000;1:39.834;
22;1;8;1:37.550;0;;26.499;0;42.290;0;28.761;0;136.6;13:31.565;08:23:31.565;0:26.499;0:42.290;0:28.761;185.2;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;26.499;42.290;28.761;16.797;16.797;9.702;26.499;29.725;56.224;12.565;1:08.789;10.788;1:19.577;17.973;1:37.550;
22;1;9;1:36.875;2;;26.445;0;42.044;2;28.386;2;137.6;15:08.440;08:25:08.440;0:26.445;0:42.044;0:28.386;185.2;Jeremy Fletcher;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;26.445;42.044;28.386;16.743;16.743;9.702;26.445;29.516;55.961;12.528;1:08.489;10.689;1:19.178;17.697;1:36.875;
31;1;1;2:09.678;0;;54.262;0;44.484;0;30.932;0;102.8;2:09.678;08:12:09.678;0:54.262;0:44.484;0:30.932;184.3;Jackson Tovo;0:00:25.037;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;54.262;44.484;30.932;42.897;42.897;11.365;54.262;31.686;1:25.948;12.798;1:38.746;10.963;1:49.709;19.969;2:09.678;
31;1;2;1:38.332;0;;26.756;0;42.688;0;28.888;0;135.5;3:48.010;08:13:48.010;0:26.756;0:42.688;0:28.888;185.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.756;42.688;28.888;17.031;17.031;9.725;26.756;30.080;56.836;12.608;1:09.444;10.902;1:20.346;17.986;1:38.332;
31;1;3;1:37.696;0;;26.502;2;42.652;0;28.542;0;136.4;5:25.706;08:15:25.706;0:26.502;0:42.652;0:28.542;185.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.502;42.652;28.542;16.869;16.869;9.633;26.502;30.037;56.539;12.615;1:09.154;10.825;1:19.979;17.717;1:37.696;
31;1;4;1:37.804;0;;26.518;0;42.596;0;28.690;0;136.2;7:03.510;08:17:03.510;0:26.518;0:42.596;0:28.690;185.2;Jackson Tovo;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;26.518;42.596;28.690;16.782;16.782;9.736;26.518;29.988;56.506;12.608;1:09.114;10.755;1:19.869;17.935;1:37.804;
